time,ax,ay,az,atotal
1.1900272369384766,-3.4,5.22,7.4,9.67
1.1906991004943848,-3.03,4.45,6.69,8.58
1.199613094329834,-2.66,3.9,5.31,7.1
1.203010082244873,-1.52,3.39,3.12,4.85
1.2156410217285156,0.46,2.82,1.05,3.04
1.2231671810150146,1.64,2.38,-0.78,2.99
1.2330713272094727,1.37,2.41,-3.3,4.3
1.243239164352417,0.43,2.4,-5.99,6.46
1.253262996673584,-0.22,1.92,-8.34,8.56
1.288628101348877,-0.48,0.93,-8.75,8.81
1.2895441055297852,0.1,-0.31,-6.74,6.74
1.2901802062988281,0.63,-1.57,-3.8,4.15
1.2996430397033691,0.63,-2.6,-1.49,3.06
1.3031082153320312,0.04,-3.2,-0.13,3.2
1.3157672882080078,-0.82,-3.42,0.44,3.54
1.3231172561645508,-1.19,-3.32,-0.18,3.53
1.3331623077392578,-0.78,-2.28,-2.23,3.28
1.3433082103729248,0.33,-0.32,-5.04,5.06
1.3534131050109863,1.38,1.7,-7.69,7.99
1.3881640434265137,2.04,3.32,-9.77,10.51
1.388841152191162,2.51,4.3,-10.91,11.99
1.389681339263916,2.68,4.25,-10.08,11.26
1.3997001647949219,2.16,3.4,-7.08,8.14
1.4032251834869385,0.61,1.77,-1.46,2.37
1.4162781238555908,-0.72,-0.01,4.51,4.56
1.4233002662658691,-0.83,-0.87,7.83,7.92
1.4332642555236816,0.66,-0.69,8.93,8.98
1.4434242248535156,2.2,0.66,7.16,7.51
1.4534611701965332,3.39,2.45,3.25,5.29
1.4883902072906494,3.82,4.87,-0.32,6.19
1.48923921585083,3.4,7.05,-1.92,8.05
1.4898672103881836,2.52,7.39,-0.04,7.8
1.4996700286865234,1.48,5.72,4.65,7.51
1.5033903121948242,0.38,3.44,11.09,11.61
1.515437126159668,-0.52,1.42,16.31,16.37
1.5231921672821045,-1.47,0.27,18.2,18.26
1.5332231521606445,-1.99,0.43,15.86,15.99
1.5435400009155273,-0.26,1.48,9.05,9.17
1.5535321235656738,1.59,3.56,1.09,4.04
1.588008165359497,1.78,5.69,-6.4,8.74
1.5888500213623047,0.47,6.84,-12.03,13.84
1.589487075805664,-1.01,6.53,-14.07,15.54
1.5997161865234375,-1.56,5.55,-12.48,13.74
1.6034011840820312,-1.51,4.72,-8.26,9.63
1.615659236907959,-1.52,4.07,-3.48,5.56
1.623521327972412,-1.05,3.67,-0.2,3.82
1.633376121520996,0.82,3.75,0.81,3.92
1.6434659957885742,1.3,4.53,0.51,4.74
1.6537601947784424,0.38,4.22,-1.13,4.38
1.6893541812896729,-0.58,3.82,-3.59,5.27
1.6902170181274414,-1.0,4.63,-6.67,8.18
1.6908540725708008,-1.17,6.19,-10.37,12.13
1.6994361877441406,-1.14,7.47,-12.94,14.98
1.7035481929779053,-1.15,8.28,-11.77,14.43
1.7158081531524658,-1.55,7.23,-5.2,9.03
1.7236442565917969,-3.92,5.41,3.43,7.5
1.733485221862793,-6.95,4.01,10.72,13.39
1.7437341213226318,-8.95,3.81,14.51,17.46
1.753399133682251,-8.44,4.44,13.47,16.5
1.7848052978515625,-5.45,4.75,8.93,11.48
1.7856712341308594,-2.68,5.58,3.9,7.31
1.7862930297851562,-1.42,6.97,1.35,7.24
1.8000521659851074,-2.1,7.4,2.16,7.98
1.8037772178649902,-4.14,6.38,5.59,9.43
1.8158020973205566,-6.14,4.84,9.7,12.45
1.8237700462341309,-6.63,3.58,11.94,14.11
1.8335223197937012,-5.48,1.62,11.12,12.5
1.8436381816864014,-3.49,-0.4,8.01,8.74
1.8536732196807861,0.16,-1.18,3.32,3.52
1.8856773376464844,3.44,-1.41,-2.33,4.38
1.8865411281585693,4.58,-1.81,-7.89,9.3
1.8871769905090332,3.61,-2.16,-12.13,12.83
1.8994741439819336,2.34,-3.03,-13.98,14.49
1.9038190841674805,1.94,-4.4,-13.09,13.94
1.9156811237335205,1.56,-5.74,-10.09,11.71
1.9239530563354492,0.69,-6.85,-6.62,9.55
1.9337921142578125,-0.07,-7.09,-3.55,7.92
1.9437601566314697,-0.07,-7.04,-0.88,7.09
1.9538781642913818,0.48,-7.15,0.66,7.19
1.9868462085723877,0.98,-7.04,0.78,7.15
1.987659215927124,0.92,-6.4,-0.75,6.5
1.988286018371582,-0.03,-5.06,-3.24,6.0
1.9996142387390137,-0.9,-3.61,-6.38,7.38
2.003775119781494,-1.13,-1.54,-9.43,9.62
2.0156521797180176,0.05,-0.13,-10.78,10.78
2.0239481925964355,2.1,-0.58,-9.24,9.49
2.033726215362549,3.98,-1.39,-4.5,6.16
2.0438921451568604,4.76,-2.0,2.27,5.64
2.0539193153381348,3.42,-3.35,8.88,10.08
2.086191177368164,0.79,-4.46,12.42,13.22
2.087062120437622,-0.28,-4.18,11.99,12.7
2.0876951217651367,0.05,-3.07,7.89,8.46
2.0995731353759766,1.36,-0.99,1.71,2.39
2.103682041168213,2.71,1.87,-3.95,5.14
2.115939140319824,2.68,4.55,-6.87,8.66
2.1240153312683105,2.06,5.56,-5.43,8.04
2.1339449882507324,1.66,3.93,1.52,4.52
2.1439051628112793,1.11,1.0,10.88,10.98
2.154210090637207,-0.25,-1.68,17.67,17.75
2.1860480308532715,-2.7,-2.63,19.53,19.89
2.1869771480560303,-5.2,-1.31,16.04,16.91
2.187602996826172,-5.33,0.47,8.76,10.26
2.1994662284851074,-2.88,2.11,0.78,3.65
2.2038421630859375,0.11,5.07,-5.39,7.4
2.2156872749328613,1.54,6.6,-9.36,11.55
2.2239151000976562,1.09,5.57,-10.41,11.85
2.2338690757751465,-0.35,3.99,-7.51,8.51
2.244049072265625,-1.68,2.73,-2.4,4.0
2.25412917137146,-1.58,2.18,1.9,3.29
2.287123203277588,0.34,2.05,4.07,4.56
2.287961006164551,2.12,2.66,2.71,4.34
2.288588047027588,2.75,3.08,-1.08,4.26
2.2994911670684814,2.46,3.02,-5.0,6.33
2.303990125656128,1.94,3.25,-8.17,9.0
2.3158392906188965,1.18,3.69,-11.14,11.79
2.3241920471191406,0.26,4.22,-13.27,13.92
2.3339953422546387,-0.47,5.65,-13.34,14.49
2.3441431522369385,-0.35,6.51,-11.45,13.17
2.3543143272399902,0.08,6.05,-8.25,10.23
2.3874011039733887,-0.78,5.52,-4.17,6.96
2.3883471488952637,-2.84,4.89,0.29,5.66
2.3889641761779785,-5.41,3.84,4.3,7.9
2.3997161388397217,-7.29,3.32,6.28,10.17
2.403801202774048,-6.83,3.73,4.65,9.06
2.4171500205993652,-4.28,5.06,0.72,6.66
2.4244041442871094,-1.67,6.69,-2.36,7.28
2.4340600967407227,-0.55,7.56,-1.26,7.68
2.444343090057373,-1.95,7.06,4.18,8.43
2.454332113265991,-5.02,5.19,11.07,13.21
2.4874231815338135,-8.62,3.78,17.07,19.49
2.488290309906006,-9.74,2.63,18.74,21.28
2.48889422416687,-8.31,2.19,14.76,17.07
2.499575138092041,-6.04,2.57,8.09,10.41
2.5042452812194824,-2.93,3.09,1.37,4.47
2.5158653259277344,0.07,3.15,-2.98,4.33
2.5243871212005615,1.92,1.93,-5.49,6.12
2.534102201461792,2.65,-0.27,-8.07,8.49
2.5442452430725098,2.28,-2.83,-8.99,9.69
2.554347038269043,1.7,-4.71,-7.52,9.03
2.5871052742004395,1.21,-6.44,-4.67,8.04
2.5881590843200684,1.49,-7.03,-2.15,7.5
2.588738203048706,1.69,-7.2,-0.13,7.39
2.5984950065612793,1.59,-7.08,1.66,7.44
2.604142189025879,0.88,-6.91,2.59,7.43
2.6151552200317383,0.46,-6.76,1.91,7.03
2.6243231296539307,0.49,-6.16,-0.6,6.2
2.6342320442199707,0.09,-4.89,-4.69,6.77
2.644249200820923,-0.28,-3.31,-8.64,9.25
2.654470205307007,0.23,-1.9,-11.62,11.77
2.6872992515563965,1.46,-1.86,-11.89,12.12
2.6881251335144043,2.24,-2.92,-8.85,9.58
2.6887640953063965,2.46,-4.15,-3.98,6.25
2.6983041763305664,2.4,-5.39,0.94,5.97
2.7042171955108643,2.48,-6.14,4.65,8.09
2.7158071994781494,3.01,-6.06,5.46,8.69
2.724405288696289,3.44,-5.4,4.15,7.62
2.7343151569366455,3.94,-4.41,2.1,6.27
2.7442703247070312,4.49,-3.02,0.49,5.43
2.754582166671753,4.01,-1.13,-0.66,4.21
2.7875852584838867,2.73,0.22,-1.12,2.95
2.7884562015533447,1.77,0.7,1.05,2.17
2.78908109664917,1.37,0.21,5.67,5.83
2.799696207046509,0.74,-0.73,9.91,9.96
2.8041841983795166,0.59,-0.21,10.6,10.61
2.815739154815674,0.91,0.91,7.27,7.38
2.8243303298950195,1.47,2.09,3.1,4.01
2.8345413208007812,1.29,3.06,0.4,3.34
2.844316005706787,-0.06,3.19,-1.13,3.38
2.8545613288879395,-2.17,3.5,-2.59,4.86
2.8871960639953613,-3.25,4.22,-4.01,6.66
2.888066291809082,-2.14,4.39,-4.7,6.77
2.8886911869049072,0.97,3.6,-3.28,4.96
2.899639129638672,2.71,2.35,-0.67,3.64
2.9043493270874023,2.45,0.47,1.97,3.17
2.9158341884613037,1.82,-1.09,3.82,4.36
2.924441337585449,1.51,-1.83,4.72,5.28
2.934584140777588,0.54,-1.38,4.11,4.36
2.9445581436157227,-0.52,-0.46,0.93,1.16
2.954646110534668,-0.94,1.16,-3.93,4.2
2.986812114715576,-0.69,3.21,-8.97,9.55
2.9876880645751953,-0.11,4.99,-12.6,13.55
2.9883182048797607,0.35,6.23,-14.53,15.81
2.999728202819824,0.63,6.57,-14.13,15.59
3.004530191421509,0.57,6.03,-11.38,12.89
3.0159311294555664,-0.06,4.57,-7.14,8.47
3.024609088897705,-1.13,2.76,-3.0,4.23
3.034512996673584,-2.5,1.69,-0.03,3.01
3.044584274291992,-3.45,1.55,1.68,4.13
3.0547001361846924,-3.75,2.03,1.6,4.55
3.087895154953003,-3.22,2.55,-0.29,4.11
3.0887601375579834,-2.28,3.24,-1.9,4.39
3.0893893241882324,-2.51,4.03,-1.65,5.02
3.0995101928710938,-3.35,3.54,0.72,4.92
3.1046361923217773,-4.24,2.42,4.76,6.81
3.115748167037964,-5.17,1.84,10.04,11.44
3.124786138534546,-5.86,1.81,13.73,15.03
3.1346020698547363,-5.57,2.37,12.66,14.03
3.144698143005371,-4.38,3.44,7.66,9.47
3.1550631523132324,-2.61,5.06,1.53,5.89
3.1873340606689453,-0.83,6.26,-2.72,6.87
3.188167095184326,0.21,5.4,-3.55,6.46
3.1888012886047363,0.4,2.72,-1.35,3.06
3.199580192565918,0.43,-0.34,2.55,2.6
3.2046761512756348,0.24,-2.96,6.01,6.7
3.215625286102295,0.85,-4.58,8.4,9.6
3.224804162979126,2.91,-5.5,8.84,10.81
3.234917163848877,4.56,-5.56,7.53,10.41
3.244781017303467,4.1,-5.1,5.58,8.59
3.254702091217041,2.5,-4.64,3.89,6.55
3.28725528717041,1.01,-4.37,2.58,5.17
3.2881431579589844,0.81,-4.06,1.29,4.33
3.2887320518493652,0.91,-3.94,-0.51,4.07
3.2991092205047607,0.78,-4.04,-3.06,5.12
3.30475115776062,0.29,-3.61,-6.23,7.2
3.315707206726074,0.16,-2.54,-8.87,9.22
3.324887275695801,1.06,-1.73,-10.16,10.36
3.3347740173339844,2.38,-1.9,-9.73,10.19
3.344788074493408,3.56,-2.48,-7.63,8.77
3.355374336242676,3.88,-2.95,-4.7,6.77
3.3875961303710938,3.32,-3.71,-2.03,5.37
3.388543128967285,2.6,-4.58,-0.41,5.28
3.3891310691833496,1.75,-4.61,-0.24,4.93
3.399226188659668,1.31,-4.07,-0.71,4.33
3.404961109161377,1.54,-3.27,-0.76,3.69
3.416248321533203,2.06,-2.47,-0.82,3.31
3.424971103668213,2.32,-1.43,-1.27,3.0
3.4351420402526855,2.25,-0.52,-0.59,2.38
3.4449591636657715,2.61,-0.09,2.98,3.96
3.455130100250244,3.87,0.46,6.84,7.87
3.488429069519043,4.37,-0.11,9.29,10.26
3.4892992973327637,2.8,0.86,10.32,10.72
3.489917278289795,1.46,1.95,9.03,9.35
3.4991650581359863,0.51,2.65,6.8,7.31
3.5049521923065186,-0.41,3.73,5.42,6.59
3.515679121017456,-1.36,3.87,4.69,6.23
3.5249600410461426,-1.76,3.87,3.13,5.27
3.5351152420043945,0.1,3.24,0.76,3.32
3.545060157775879,2.03,2.69,-2.31,4.08
3.5553102493286133,1.86,2.53,-4.93,5.84
3.5877842903137207,0.95,1.47,-5.39,5.66
3.5886762142181396,-0.3,0.56,-3.73,3.78
3.5893161296844482,-1.37,0.12,-1.13,1.77
3.5996360778808594,-1.57,-0.21,0.62,1.7
3.6050052642822266,-1.75,-0.52,0.49,1.89
3.615490198135376,-1.94,-0.03,-2.06,2.82
3.6250033378601074,-1.89,1.11,-6.74,7.08
3.634977340698242,-1.78,2.35,-12.1,12.45
3.645048141479492,-2.12,3.84,-16.68,17.24
3.655111312866211,-2.81,5.28,-18.98,19.9
3.685800075531006,-3.66,6.01,-17.56,18.91
3.6866250038146973,-3.89,5.37,-12.7,14.32
3.6872572898864746,-3.62,3.8,-7.03,8.77
3.6995351314544678,-3.19,2.36,-1.43,4.21
3.705132007598877,-3.45,1.62,3.66,5.28
3.7158350944519043,-4.85,1.72,7.55,9.13
3.725161075592041,-6.04,2.18,8.62,10.74
3.7350502014160156,-6.72,3.36,6.47,9.91
3.745157241821289,-7.06,5.03,3.05,9.18
3.7553892135620117,-7.93,6.53,1.36,10.36
3.786238193511963,-8.57,6.31,4.12,11.41
3.7870771884918213,-9.27,5.04,10.43,14.83
3.7877211570739746,-10.49,4.3,17.73,21.04
3.7984132766723633,-11.31,3.93,21.45,24.56
3.805009126663208,-10.18,4.06,19.69,22.53
3.81514310836792,-7.51,4.02,14.27,16.61
3.8253021240234375,-4.18,3.72,7.51,9.36
3.8351991176605225,-1.18,3.71,2.55,4.65
3.8452110290527344,0.81,2.81,-0.09,2.92
3.8553600311279297,1.81,0.34,-2.55,3.14
3.8861770629882812,2.64,-2.0,-4.72,5.76
3.8870131969451904,3.92,-4.08,-5.51,7.89
3.887632131576538,4.72,-5.81,-5.02,9.01
3.8993473052978516,4.82,-6.82,-3.79,9.17
3.9052910804748535,5.0,-7.65,-2.66,9.51
3.915663242340088,4.97,-8.64,-1.82,10.13
3.9253602027893066,4.65,-9.8,-0.29,10.85
3.9353981018066406,4.39,-11.32,0.93,12.17
3.9454281330108643,3.93,-11.92,0.01,12.55
3.955634117126465,3.3,-10.96,-3.72,12.03
3.9866161346435547,3.74,-9.22,-8.78,13.26
3.9874701499938965,5.15,-6.85,-13.65,16.11
3.9880900382995605,6.15,-5.29,-17.28,19.08
3.9995291233062744,6.31,-5.14,-17.39,19.2
4.005544185638428,6.12,-5.39,-12.57,14.98
4.015724182128906,5.52,-6.71,-5.1,10.07
4.025514125823975,4.01,-7.92,1.79,9.05
4.035335063934326,2.93,-8.19,5.98,10.55
4.045365333557129,3.45,-7.72,6.81,10.85
4.055523157119751,3.54,-6.27,4.95,8.73
4.087367057800293,3.16,-4.14,1.84,5.52
4.088212013244629,3.05,-1.82,-0.8,3.64
4.0888590812683105,2.93,0.0,-1.07,3.11
4.099508285522461,3.06,0.83,1.22,3.39
4.105500221252441,4.0,0.47,6.45,7.6
4.115778207778931,4.08,-0.76,13.4,14.02
4.125704288482666,1.17,-1.54,19.32,19.41
4.135385990142822,-2.2,-0.93,20.22,20.36
4.1454291343688965,-3.88,0.07,15.32,15.8
4.155731201171875,-4.2,1.97,7.97,9.22
4.186889171600342,-2.95,3.7,1.24,4.89
4.187747001647949,-1.78,5.07,-4.47,6.98
4.188322067260742,-1.78,5.98,-9.01,10.95
4.199459075927734,-1.73,6.21,-10.35,12.19
4.205723285675049,-1.78,5.39,-9.28,10.87
4.215620040893555,-3.17,3.63,-6.58,8.15
4.225644111633301,-5.42,1.98,-2.67,6.35
4.235696315765381,-7.86,2.09,0.99,8.19
4.245455265045166,-7.89,3.59,2.91,9.14
4.2554931640625,-6.08,4.11,0.62,7.36
4.287069320678711,-6.03,6.67,-6.34,11.0
4.28795313835144,-6.97,11.47,-15.01,20.13
4.2885942459106445,-7.57,14.99,-20.92,26.82
4.2993903160095215,-7.23,15.39,-21.17,27.15
4.305478096008301,-5.47,13.03,-14.93,20.55
4.315537214279175,-4.17,9.69,-2.57,10.85
4.325703144073486,-5.49,6.44,11.81,14.52
4.335856199264526,-9.06,4.79,22.05,24.31
4.345473289489746,-10.41,4.56,23.08,25.72
4.355617046356201,-7.98,5.53,17.09,19.65
4.386759281158447,-3.79,6.35,11.83,13.95
4.387613296508789,0.22,6.11,10.53,12.17
4.388243198394775,0.56,4.74,12.2,13.1
4.399794101715088,-1.96,2.4,14.16,14.49
4.405824184417725,-4.37,-0.78,16.45,17.03
4.415651321411133,-2.61,-3.74,18.48,19.03
4.425567150115967,-0.07,-4.44,16.21,16.8
4.435868263244629,-0.09,-4.77,9.93,11.01
4.445709228515625,-0.08,-3.84,2.07,4.36
4.455801010131836,1.46,-1.86,-5.28,5.78
4.488121032714844,4.01,-0.44,-9.76,10.56
4.4889891147613525,5.08,-0.99,-10.0,11.25
4.4896252155303955,3.99,-3.04,-7.82,9.29
4.499309062957764,2.27,-5.17,-6.12,8.32
4.50580620765686,1.37,-6.21,-5.42,8.35
4.515834331512451,1.66,-6.95,-4.2,8.28
4.52591609954834,2.33,-7.45,-3.39,8.51
4.5357890129089355,3.77,-7.73,-2.82,9.05
4.5457940101623535,5.74,-9.06,-1.77,10.87
4.556042194366455,6.03,-10.41,-1.81,12.16
4.58879017829895,4.82,-9.57,-4.93,11.79
4.589655160903931,4.58,-6.79,-10.87,13.61
4.590261220932007,6.04,-2.99,-15.68,17.06
4.59957218170166,7.45,-1.11,-16.79,18.4
4.605847120285034,9.15,-2.99,-12.85,16.05
4.615925312042236,10.2,-7.24,-2.38,12.73
4.626008033752441,6.39,-10.0,9.28,15.06
4.636324167251587,3.0,-9.45,14.39,17.47
4.64587926864624,3.68,-6.83,12.49,14.7
4.655921220779419,5.98,-4.0,5.29,8.92
4.687928199768066,9.02,-2.09,-0.81,9.29
4.688822269439697,9.77,-1.58,-1.3,9.98
4.689434051513672,7.85,-2.52,1.95,8.47
4.699460029602051,4.85,-3.87,8.42,10.45
4.706139087677002,-2.69,-5.44,14.58,15.79
4.715848207473755,-9.19,-6.48,12.48,16.79
4.726034164428711,-13.49,-4.5,2.8,14.49
4.735998153686523,-14.89,-0.71,-10.68,18.33
4.7459330558776855,-12.61,2.66,-21.3,24.89
4.7562971115112305,-10.36,4.92,-19.99,23.04
4.78865909576416,-5.65,5.44,-9.35,12.2
4.789562225341797,1.34,4.99,0.07,5.16
4.790170192718506,1.81,1.97,6.58,7.1
4.799520015716553,-2.28,-1.16,10.12,10.43
4.806121110916138,-3.93,-1.0,9.09,9.95
4.816014289855957,-3.82,2.91,0.92,4.88
4.8261332511901855,-3.1,8.42,-14.59,17.12
4.836295127868652,-0.01,15.88,-31.57,35.33
4.8462841510772705,2.18,21.54,-36.99,42.86
4.856178283691406,1.46,17.95,-24.87,30.7
4.885556221008301,-4.12,11.62,-4.3,13.05
4.88641619682312,-15.54,8.66,19.52,26.41
4.887038230895996,-20.86,8.83,34.8,41.52
4.898111343383789,-18.58,9.66,33.61,39.6
4.906005144119263,-13.53,10.03,21.58,27.37
4.915969133377075,-8.59,10.04,12.62,18.27
4.925997257232666,-4.98,8.19,14.77,17.6
4.936034202575684,-4.55,4.99,24.36,25.27
4.94602632522583,-5.26,0.65,31.39,31.83
4.956118106842041,-3.93,-3.73,29.03,29.53
4.985428333282471,-2.43,-7.48,20.66,22.1
4.986194133758545,-3.01,-11.43,13.07,17.62
4.986828327178955,-2.02,-14.84,4.94,15.77
4.999070167541504,2.24,-15.52,-4.09,16.2
5.006345272064209,6.66,-15.09,-10.25,19.41
5.016132116317749,8.4,-14.24,-12.02,20.44
5.026366233825684,8.65,-14.5,-12.64,21.09
5.036437034606934,9.69,-12.97,-15.07,22.11
5.04623818397522,10.96,-10.72,-18.22,23.81
5.056274175643921,12.62,-11.62,-16.92,24.09
5.087435245513916,14.75,-14.96,-10.39,23.43
5.088248252868652,13.88,-16.72,-6.79,22.76
5.088878154754639,11.13,-14.98,-10.92,21.62
5.097011089324951,9.58,-12.05,-19.85,25.11
5.106432199478149,10.5,-10.73,-27.29,31.14
5.116182327270508,13.11,-12.24,-26.03,31.61
5.126373291015625,14.22,-15.86,-14.36,25.68
5.136332988739014,10.25,-17.28,0.69,20.1
5.146294116973877,6.17,-15.21,10.72,19.6
5.156611204147339,4.45,-12.09,14.9,19.69
5.186410188674927,4.83,-8.87,16.64,19.46
5.187331199645996,6.28,-5.71,19.18,20.97
5.18798303604126,6.93,-3.77,21.73,23.11
5.197076320648193,6.51,-2.34,22.81,23.83
5.206451177597046,2.59,-0.03,18.35,18.53
5.216215133666992,-4.24,4.24,7.12,9.3
5.226487159729004,-8.17,8.1,-4.9,12.5
5.23658013343811,-9.04,11.17,-11.46,18.37
5.246383190155029,-7.25,8.8,-10.39,15.42
5.256338119506836,-9.4,5.17,-2.68,11.05
5.287116050720215,-13.02,6.83,6.81,16.2
5.287950038909912,-12.98,10.3,11.8,20.34
5.288588047027588,-10.26,9.99,10.43,17.71
5.299338340759277,-7.59,9.66,6.83,14.05
5.30658221244812,-5.48,10.7,1.84,12.16
5.316378116607666,-5.69,11.44,-4.53,13.55
5.3265061378479,-10.4,14.46,-9.36,20.12
5.33643913269043,-18.53,21.76,-13.65,31.67
5.346323013305664,-22.85,26.12,-15.75,38.11
5.356548309326172,-18.48,22.17,-10.6,30.74
5.387073040008545,-11.04,13.74,3.14,17.9
5.387906074523926,-9.68,5.42,23.01,25.54
5.388574123382568,-17.61,-0.57,40.52,44.18
