timestamp,latitude,longitude
1681712786.999946,45.42390960349858,11.94788073498531
1681712787.9999475,45.423910538346554,11.947880964658344
1681712788.9999485,45.42390552087048,11.947880376967912
1681712789.9999475,45.423904259985015,11.947885316440342
1681712790.999948,45.423902526309575,11.947889622588345
1681712791.999949,45.423896463580185,11.947896263523095
1681712792.9999485,45.42389423358757,11.947905938629551
1681712793.999949,45.42388879063393,11.947908415611325
1681712794.9999504,45.423884735913525,11.947915281681997
1681712795.9999495,45.423881285458535,11.947924866669188
1681712796.99995,45.42387084891824,11.94794905415979
1681712797.9999504,45.42386523706305,11.947953228753555
1681712798.999951,45.423856184348246,11.947964454805238
1681712799.9999514,45.42385292932948,11.947962590176488
1681712800.9999518,45.423846937853874,11.947968158388623
1681712801.9999523,45.423843303759334,11.947974833521895
1681712802.9999518,45.42384012021302,11.947992570558949
1681712803.9999528,45.42383301877381,11.948003244112536
1681712804.9999528,45.42382667218351,11.948016406997823
1681712805.9999528,45.423817438222564,11.948021096236111
1681712806.9999537,45.42381868675289,11.948027395245719
1681712807.999954,45.42381613347419,11.948030347943268
1681712808.9999547,45.42381271030697,11.948041156934023
1681712809.9999547,45.423807699509915,11.94805601817669
1681712810.9999542,45.42380836606023,11.948060396824907
1681712811.999955,45.42380599102081,11.948065853111954
1681712812.9999557,45.42380477005275,11.948062822620741
1681712813.9999561,45.42380872955865,11.948071822652512
1681712814.9999557,45.423816855058305,11.948078288505
1681712815.9999561,45.42383164982396,11.94809559970473
1681712816.999956,45.42384543449265,11.948103473541334
1681712817.9999561,45.42385375114449,11.948118384092735
1681712818.9999568,45.42386456017363,11.948135360070552
1681712819.9999568,45.42387442419315,11.948144832225156
1681712820.9999585,45.42388936349854,11.948170644721861
1681712821.9999585,45.42389999791378,11.948193518728294
1681712822.9999583,45.42391776246829,11.948205084686656
1681712823.999958,45.42393094513297,11.948222360433087
1681712824.9999592,45.42394312132002,11.94823270286326
1681712825.9999592,45.423955529985086,11.94823632080429
1681712826.9999595,45.42396418525303,11.948254553563947
1681712827.9999602,45.42397260004094,11.94827364841061
1681712828.9999604,45.42398089230581,11.9482885798442
1681712829.999961,45.42398988046018,11.948303010161418
1681712830.999961,45.4240049083112,11.948311968090067
1681712831.9999616,45.42401831023569,11.948314939107142
1681712832.999962,45.424035661630505,11.94831641973123
1681712833.9999623,45.42405736095997,11.948315548567818
1681712834.9999628,45.424080948480835,11.948309582089095
1681712835.9999619,45.42411065159374,11.948312730986279
1681712836.9999633,45.4241324429303,11.94831133976248
1681712837.9999628,45.42415080549725,11.948310451821744
1681712838.9999642,45.42416383947809,11.948316563492767
1681712839.9999642,45.42418701506046,11.948319536538476
1681712840.9999647,45.42420234040902,11.94832474055728
1681712841.999965,45.424208027539315,11.948333271979996
1681712842.9999652,45.42422026962757,11.948334663660205
1681712843.9999652,45.42422882718246,11.948340661194731
1681712844.9999652,45.42423563845408,11.948345647159732
1681712845.9999654,45.42424610014406,11.948351509647503
1681712846.9999661,45.42425544617139,11.948360800695815
1681712847.9999666,45.42426919595012,11.948367322524154
1681712848.999967,45.42428495669311,11.948373616601959
1681712849.9999676,45.4242948034293,11.948382881926328
1681712850.999967,45.424304086608956,11.94838508300374
1681712851.9999676,45.424308019485025,11.948385963988784
1681712852.999967,45.42430944364948,11.94838538575364
1681712853.999968,45.424318259565894,11.94838168629661
1681712854.9999692,45.42433239662678,11.948375111826719
1681712855.9999685,45.424343305392696,11.94836947386579
1681712856.999969,45.424356883896564,11.948363139522458
1681712857.9999695,45.42436813166795,11.948360760131909
1681712858.99997,45.42437757581497,11.948356392025088
1681712859.9999702,45.424387767321484,11.948353463993278
1681712860.9999702,45.42439862126242,11.948350012023809
1681712861.999971,45.42440877891589,11.948348645618553
1681712862.9999714,45.42441963785922,11.948346782099245
1681712863.9999716,45.42443024905003,11.948344642695456
1681712864.9999714,45.42443682704525,11.948338897552357
1681712865.9999728,45.42444274599678,11.948334835722616
1681712866.9999723,45.42445576735916,11.948335629081168
1681712867.9999733,45.42446527742182,11.948335403059104
1681712880.9999745,45.424499683771096,11.948337187781904
1681712886.264937,45.4246295161638,11.948320926009611
1681712886.333163,45.42383327373551,11.947611507331825
1681712887.829732,45.4245407556313,11.948437125690097
1681712888.829733,45.424502177726886,11.948492080348464
1681712889.7797327,45.42449170868289,11.948497175934184
1681712890.729733,45.42447484875134,11.948519941635542
1681712891.6797333,45.42446477453394,11.948560368161253
1681712892.6297333,45.42447113453501,11.948567975872184
1681712893.5795236,45.42447414591315,11.948598377080172
1681712894.5297184,45.424468215323486,11.94860050740085
1681712895.4801333,45.42446804352046,11.948620240794714
1681712896.430017,45.42446497590071,11.948638633305315
1681712897.3795161,45.424459137640824,11.948657123131218
1681712898.3294742,45.424452847810315,11.948677778102125
1681712899.280168,45.42444839845411,11.948688420095115
1681712900.2301273,45.42444285482194,11.94869875863037
1681712901.1793222,45.42444017822335,11.94871440986843
1681712902.12957,45.42445095597103,11.948720211142556
1681712903.0795703,45.424455384257335,11.948729411632064
1681712904.0295706,45.42445246000715,11.948744361918397
1681712905.0005715,45.424456562953644,11.948760343079607
1681712906.000572,45.42445240579826,11.948772046269056
1681712907.0005717,45.42445696698964,11.948793764301884
1681712908.0005727,45.42446978199024,11.9488104585573
1681712909.0005727,45.424468713159605,11.948827914405799
1681712910.0005732,45.424460474994795,11.948837202062007
1681712911.0005727,45.42445695500083,11.948837561216024
1681712912.0005734,45.42444471143183,11.948847651564773
1681712913.000574,45.42444387769604,11.948873137626311
1681712914.000574,45.42443840460137,11.948888869146488
1681712915.0005748,45.42443450328469,11.948906774522284
1681712916.0005744,45.42443527905587,11.948921978410104
1681712917.0005746,45.42443270270659,11.948938965771854
1681712918.0005755,45.42443567263955,11.948948021042202
1681712919.0005755,45.424439972720315,11.948962891947641
1681712920.0005758,45.424444152764714,11.94895043490134
1681712921.0005755,45.42444829253695,11.948955358843245
1681712922.000576,45.424455632845685,11.948959528480966
1681712923.000577,45.424464366777514,11.948969449759694
1681712924.0005765,45.42446942860371,11.94898430737183
1681712925.000577,45.42447337056029,11.948995422457822
1681712926.0005782,45.42447492225843,11.94901056525425
1681712927.0005784,45.424473901221496,11.949029257843083
1681712928.0005784,45.42447562569816,11.949046109671214
1681712929.000579,45.42448403236167,11.949049041397078
1681712930.0005784,45.42448618081285,11.94905530911499
1681712931.000579,45.424489312435234,11.949056700330063
1681712932.000579,45.42448951597836,11.949053922016542
1681712933.0005794,45.424494469245055,11.949055432539902
1681712934.0005803,45.424505495720055,11.949070574015597
1681712935.0005803,45.42451506206584,11.949083694988037
1681712936.000581,45.424521083857876,11.94909845737148
1681712937.0005808,45.42452119332134,11.949113685651271
